0.0586;558.537
0.273;1603.13
0.308;1858.591
0.343;2100.029
0.392;2368.57
0.423;2610.98
0.442;2874.114
0.496;3103.291
0.513;3365.56
0.546;3607.356
0.578;3875.296
0.612;4128.917
0.612;4366.524
0.637;4615.045
